backbone.blocks.3.attn.qkv.bias	torch.Size([2304])
backbone.blocks.3.attn.proj.weight	torch.Size([768, 768])
backbone.blocks.3.attn.proj.bias	torch.Size([768])
backbone.blocks.3.norm2.weight	torch.Size([768])
backbone.blocks.3.norm2.bias	torch.Size([768])
backbone.blocks.3.mlp.fc1.weight	torch.Size([3072, 768])
backbone.blocks.3.mlp.fc1.bias	torch.Size([3072])
backbone.blocks.3.mlp.fc2.weight	torch.Size([768, 3072])
backbone.blocks.3.mlp.fc2.bias	torch.Size([768])
backbone.blocks.4.gamma_1	torch.Size([768])
backbone.blocks.4.gamma_2	torch.Size([768])
backbone.blocks.4.norm1.weight	torch.Size([768])
backbone.blocks.4.norm1.bias	torch.Size([768])
backbone.blocks.4.attn.qkv.weight	torch.Size([2304, 768])
backbone.blocks.4.attn.qkv.bias	torch.Size([2304])
backbone.blocks.4.attn.proj.weight	torch.Size([768, 768])
backbone.blocks.4.attn.proj.bias	torch.Size([768])
backbone.blocks.4.norm2.weight	torch.Size([768])
backbone.blocks.4.norm2.bias	torch.Size([768])
backbone.blocks.4.mlp.fc1.weight	torch.Size([3072, 768])
backbone.blocks.4.mlp.fc1.bias	torch.Size([3072])
backbone.blocks.4.mlp.fc2.weight	torch.Size([768, 3072])
backbone.blocks.4.mlp.fc2.bias	torch.Size([768])
backbone.blocks.5.gamma_1	torch.Size([768])
backbone.blocks.5.gamma_2	torch.Size([768])
backbone.blocks.5.norm1.weight	torch.Size([768])
backbone.blocks.5.norm1.bias	torch.Size([768])
backbone.blocks.5.attn.qkv.weight	torch.Size([2304, 768])
backbone.blocks.5.attn.qkv.bias	torch.Size([2304])
backbone.blocks.5.attn.proj.weight	torch.Size([768, 768])
backbone.blocks.5.attn.proj.bias	torch.Size([768])
backbone.blocks.5.norm2.weight	torch.Size([768])
backbone.blocks.5.norm2.bias	torch.Size([768])
backbone.blocks.5.mlp.fc1.weight	torch.Size([3072, 768])
backbone.blocks.5.mlp.fc1.bias	torch.Size([3072])
backbone.blocks.5.mlp.fc2.weight	torch.Size([768, 3072])
backbone.blocks.5.mlp.fc2.bias	torch.Size([768])
backbone.blocks.6.gamma_1	torch.Size([768])
backbone.blocks.6.gamma_2	torch.Size([768])
backbone.blocks.6.norm1.weight	torch.Size([768])
backbone.blocks.6.norm1.bias	torch.Size([768])
backbone.blocks.6.attn.qkv.weight	torch.Size([2304, 768])
backbone.blocks.6.attn.qkv.bias	torch.Size([2304])
backbone.blocks.6.attn.proj.weight	torch.Size([768, 768])
backbone.blocks.6.attn.proj.bias	torch.Size([768])
backbone.blocks.6.norm2.weight	torch.Size([768])
backbone.blocks.6.norm2.bias	torch.Size([768])
backbone.blocks.6.mlp.fc1.weight	torch.Size([3072, 768])
backbone.blocks.6.mlp.fc1.bias	torch.Size([3072])
backbone.blocks.6.mlp.fc2.weight	torch.Size([768, 3072])
backbone.blocks.6.mlp.fc2.bias	torch.Size([768])
backbone.blocks.7.gamma_1	torch.Size([768])
backbone.blocks.7.gamma_2	torch.Size([768])
backbone.blocks.7.norm1.weight	torch.Size([768])
backbone.blocks.7.norm1.bias	torch.Size([768])
backbone.blocks.7.attn.qkv.weight	torch.Size([2304, 768])
backbone.blocks.7.attn.qkv.bias	torch.Size([2304])
backbone.blocks.7.attn.proj.weight	torch.Size([768, 768])
backbone.blocks.7.attn.proj.bias	torch.Size([768])
backbone.blocks.7.norm2.weight	torch.Size([768])
backbone.blocks.7.norm2.bias	torch.Size([768])
backbone.blocks.7.mlp.fc1.weight	torch.Size([3072, 768])
backbone.blocks.7.mlp.fc1.bias	torch.Size([3072])
backbone.blocks.7.mlp.fc2.weight	torch.Size([768, 3072])
backbone.blocks.7.mlp.fc2.bias	torch.Size([768])
backbone.blocks.8.gamma_1	torch.Size([768])
backbone.blocks.8.gamma_2	torch.Size([768])
backbone.blocks.8.norm1.weight	torch.Size([768])
backbone.blocks.8.norm1.bias	torch.Size([768])
backbone.blocks.8.attn.qkv.weight	torch.Size([2304, 768])
backbone.blocks.8.attn.qkv.bias	torch.Size([2304])
backbone.blocks.8.attn.proj.weight	torch.Size([768, 768])
backbone.blocks.8.attn.proj.bias	torch.Size([768])
backbone.blocks.8.norm2.weight	torch.Size([768])
